Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-Apr-14,1286.15,1309.4,1278.3,1301.95,1299.765783,32043,2845,41648395,11826,36.91,31.1,15.8
30-Apr-14,1298.5,1316.5,1282.15,1291.7,1295.807057,11931,1381,15460274,3115,26.11,34.35,-6.8
2-May-14,1293.05,1300.65,1280,1284.5,1286.696507,9964,1185,12820644,3356,33.68,20.65,-8.55
5-May-14,1284.9,1290,1264.7,1277.15,1272.947544,14984,1507,19073846,3904,26.05,25.3,-7.75
6-May-14,1280,1304,1275.05,1294.1,1291.888427,17809,1799,23007241,4498,25.26,28.95,14.1
7-May-14,1285.2,1295.2,1270.35,1274.9,1282.79702,37043,7336,47518650,14208,38.36,24.85,-10.3
8-May-14,1273,1282.85,1261.5,1268.4,1272.300382,13626,1568,17336365,6630,48.66,21.35,-4.6
9-May-14,1263,1344.7,1263,1340.55,1321.39058,34162,3342,45141345,16212,47.46,81.7,77.55
12-May-14,1343,1366,1342,1348,1350.324546,57582,2589,77754388,37661,65.4,24,5
13-May-14,1366,1414.7,1366,1389.25,1392.285353,48659,4405,67747213,11803,24.26,48.7,23.25
14-May-14,1385.1,1394.5,1373,1388.05,1385.826861,17073,1489,23660222,4555,26.68,21.5,2.95
15-May-14,1388.7,1397.45,1361.35,1376,1380.935042,24077,1722,33248773,8727,36.25,36.1,-12.7
16-May-14,1386,1455.4,1384.4,1428.35,1414.7946,168895,5815,238951734,113128,66.98,71,42.35
19-May-14,1444,1449,1412.15,1441.8,1436.555094,30112,2152,43257547,5073,16.85,36.85,-2.2
20-May-14,1460,1460,1417,1424.7,1428.143428,23029,1482,32888715,5068,22.01,43,-35.3
21-May-14,1405,1439.95,1374,1379.55,1392.169103,44405,2899,61819269,15135,34.08,65.95,-25.45
22-May-14,1403,1407.85,1360.75,1389.6,1388.183087,33951,2263,47130204,5881,17.32,47.1,-13.4
23-May-14,1391,1401.4,1371.55,1381.25,1385.61994,20652,1866,28615823,5491,26.59,29.85,-9.75
26-May-14,1381.25,1434.05,1321,1347.8,1388.542966,60118,5323,83476426,13089,21.77,113.05,-33.45
27-May-14,1359.95,1359.95,1315.5,1330.5,1331.151696,19282,2005,25667267,3369,17.47,44.45,-29.45
28-May-14,1330.55,1394,1330.55,1379.9,1375.493449,24422,3056,33592301,3828,15.67,63.45,49.35
29-May-14,1384.3,1407,1352.95,1370.7,1384.410607,28246,2500,39104062,7943,28.12,54.05,-13.6
30-May-14,1383,1383,1328,1339.5,1344.613741,17975,1643,24169432,3549,19.74,55,-43.5
2-Jun-14,1350,1388.85,1337.6,1380.7,1362.824533,20340,2352,27719851,6196,30.46,51.25,30.7
3-Jun-14,1392,1428.25,1383.1,1415.9,1411.30039,41050,3505,57933881,12778,31.13,45.15,23.9
4-Jun-14,1425.9,1435,1410,1423,1422.565556,20555,1730,29240835,5612,27.3,25,-2.9
5-Jun-14,1422,1459,1422,1437.85,1443.668871,33715,2604,48673296,9481,28.12,37,15.85
6-Jun-14,1449.95,1449.95,1424.25,1438.65,1436.227963,20999,1579,30159351,3494,16.64,25.7,-11.3
9-Jun-14,1438.35,1524.45,1438.35,1509.4,1505.440055,77754,7065,117053986,20026,25.76,86.1,71.05
10-Jun-14,1511.55,1519,1478.1,1498.05,1496.300955,50177,3013,75079893,15197,30.29,40.9,-13.5
11-Jun-14,1499.9,1514.15,1468.1,1479.6,1490.131788,24805,2243,36962719,5148,20.75,46.05,-20.3
12-Jun-14,1488,1489.5,1468.15,1477.75,1480.823629,21897,1968,32425595,5479,25.02,21.35,-10.25
13-Jun-14,1498.9,1504.95,1461.2,1470.45,1482.405426,30923,2294,45840423,6142,19.86,43.75,-28.45
16-Jun-14,1471,1487.85,1439.25,1480.15,1462.457225,31549,2816,46139063,6543,20.74,48.6,9.15
17-Jun-14,1475,1509.3,1470,1500.05,1496.923403,41529,2817,62165732,13814,33.26,39.3,25.05
18-Jun-14,1507,1520,1465.1,1476.15,1500.309765,31553,3006,47339274,4482,14.2,54.9,-30.85
19-Jun-14,1490,1498.35,1450,1457.65,1469.539358,25306,2830,37188163,4636,18.32,48.35,-32.35
20-Jun-14,1449.9,1464.9,1430.05,1439.45,1448.991791,18638,2530,27006309,3795,20.36,34.85,-10.45
23-Jun-14,1439,1474.9,1427.2,1469.35,1451.534189,26500,3046,38465656,4927,18.59,47.7,30.35
24-Jun-14,1472.05,1485,1461.35,1470.65,1472.486266,33274,2302,48995508,15170,45.59,23.65,-1.4
25-Jun-14,1475,1477.4,1456.4,1470.6,1470.47931,13050,1158,19189755,3914,29.99,21,-4.4
26-Jun-14,1472.5,1475.85,1435.05,1444.65,1454.06269,16749,1830,24354096,5230,31.23,40.8,-27.85
27-Jun-14,1455,1471.25,1427,1432.65,1441.893337,20185,1824,29104617,3652,18.09,44.25,-22.35
30-Jun-14,1432,1499.45,1429.4,1468.05,1452.003397,22078,2447,32057331,2238,10.14,70.05,36.05
1-Jul-14,1480,1485.95,1460,1478.75,1475.069471,14999,1666,22124567,3073,20.49,25.95,-1.25
2-Jul-14,1492,1510,1477.5,1500.2,1495.11833,31429,4361,46990074,5536,17.61,32.5,8.2
3-Jul-14,1509.8,1510,1475.55,1481.6,1483.18089,3527,1085,5231179,901,25.55,34.45,-28.2
4-Jul-14,1481,1487.4,1422.3,1452.4,1456.414916,29230,2512,42571008,9889,33.83,65.1,-28.6
7-Jul-14,1451.95,1465.6,1444.55,1450.35,1453.243502,17544,1785,25495704,4739,27.01,21.05,-1.6
8-Jul-14,1451,1461.3,1402.35,1415.15,1429.187467,26378,2132,37699107,11245,42.63,58.95,-35.85
9-Jul-14,1404,1447.95,1395.95,1433,1428.695343,28084,2601,40123480,5009,17.84,52,29
10-Jul-14,1440,1485,1412,1457.8,1453.692838,38325,3532,55712778,4441,11.59,73,17.8
11-Jul-14,1470,1470,1412,1422.15,1437.461396,18845,2127,27088960,1724,9.15,58,-47.85
14-Jul-14,1425,1428.95,1395.05,1397.7,1410.350882,24085,2269,33968301,8282,34.39,33.9,-27.3
15-Jul-14,1405.3,1424.7,1397.5,1419.9,1413.349309,16212,1475,22913219,2850,17.58,27.2,14.6
16-Jul-14,1430,1448.9,1412.05,1437.05,1428.109549,13227,1312,18889605,3570,26.99,36.85,7.05
17-Jul-14,1445,1482.7,1438.85,1478,1467.767801,27063,2035,39722200,8390,31,43.85,33
18-Jul-14,1477.05,1478,1451,1459.4,1460.515783,14002,1298,20450142,1531,10.93,27,-17.65
21-Jul-14,1461.25,1495,1452.5,1483.65,1482.367643,18877,1713,27982654,3170,16.79,42.5,22.4
22-Jul-14,1494,1499.9,1474.55,1485,1488.783275,15079,1697,22449363,3255,21.59,25.35,-9
23-Jul-14,1490,1498.85,1450.15,1454.8,1465.614386,14180,1345,20782412,4768,33.62,48.7,-35.2
24-Jul-14,1459.8,1474.35,1430.1,1460.3,1447.482816,51471,4633,74503388,4198,8.16,44.25,0.5
25-Jul-14,1456,1466,1428.35,1442.35,1449.80774,23515,2342,34092229,7072,30.07,37.65,-13.65
28-Jul-14,1439,1439,1394,1400,1407.065346,26704,2645,37574273,7332,27.46,45,-39
30-Jul-14,1400.75,1413.35,1388.3,1409.6,1401.250547,14632,1457,20503098,2616,17.88,25.05,8.85
31-Jul-14,1406.9,1418,1389,1394.5,1404.058954,16267,1672,22839827,3341,20.54,29,-12.4
1-Aug-14,1390,1392.6,1370.1,1373.95,1379.820892,21769,2705,30037321,7208,33.11,22.5,-16.05
4-Aug-14,1380,1389.25,1360,1374.1,1369.559944,17825,1361,24412406,7712,43.27,29.25,-5.9
5-Aug-14,1377,1449.55,1375,1439.2,1415.460511,36251,3390,51311859,9338,25.76,74.55,62.2
6-Aug-14,1441,1449,1422,1430.25,1433.914274,19994,2263,28669682,4869,24.35,27,-10.75
7-Aug-14,1437.7,1485,1433.15,1471.55,1464.930204,60548,4284,88698594,25617,42.31,51.85,33.85
8-Aug-14,1464,1464,1432.5,1438.5,1445.029334,13636,1697,19704420,3104,22.76,31.5,-25.5
11-Aug-14,1459,1459,1441.4,1446.9,1448.319325,8352,843,12096363,1082,12.95,17.6,-12.1
12-Aug-14,1454.25,1472.95,1446.05,1464.55,1461.187779,11865,1459,17336993,2732,23.03,26.9,10.3
13-Aug-14,1464,1482.2,1442.2,1451.25,1460.831051,6280,1009,9174019,793,12.63,40,-12.75
14-Aug-14,1459.8,1485,1459.35,1481.1,1474.569862,14314,1437,21106993,4684,32.72,25.65,21.3
18-Aug-14,1476,1515,1476,1507.75,1501.721101,20416,2015,30659138,8460,41.44,39,31.75
19-Aug-14,1511,1538.65,1501.25,1522.9,1516.7733,32854,3863,49832070,12817,39.01,37.4,11.9
20-Aug-14,1527,1544.95,1519.15,1524.7,1529.785171,23023,2718,35220244,2628,11.41,25.8,-2.3
21-Aug-14,1539.7,1539.7,1515.55,1523.65,1525.645877,21453,1742,32729681,4054,18.9,24.15,-16.05
22-Aug-14,1527,1529,1510,1517.75,1517.521556,18023,1293,27350291,4478,24.85,19,-9.25
25-Aug-14,1528.8,1545.9,1514,1531.05,1529.231077,22473,2264,34366410,4436,19.74,31.9,2.25
26-Aug-14,1531.95,1531.95,1475,1492.95,1495.618531,24424,2117,36528987,6403,26.22,56.95,-39
27-Aug-14,1501.3,1508.95,1481.85,1500.75,1497.999953,21268,2042,31859463,2452,11.53,27.1,-0.55
28-Aug-14,1505,1506,1487,1491.7,1495.482696,12627,1337,18883460,3504,27.75,19,-13.3
1-Sep-14,1499,1517.8,1497,1500.8,1503.693306,16029,1446,24102700,4393,27.41,20.8,1.8
2-Sep-14,1500,1561,1500,1552.1,1539.124816,63125,4096,97157254,28784,45.6,61,52.1
3-Sep-14,1558,1565,1538.3,1544,1554.028558,43911,3372,68238948,11718,26.69,26.7,-14
4-Sep-14,1547,1547,1511.4,1525.2,1522.209609,29598,2386,45054360,6818,23.04,35.6,-21.8
5-Sep-14,1529,1543.25,1514,1523.9,1526.56883,22984,2212,35086658,4116,17.91,29.25,-5.1
8-Sep-14,1525,1555.95,1523,1548.8,1542.915363,35528,3882,54816697,13625,38.35,32.95,23.8
9-Sep-14,1549,1560,1528.85,1544.85,1540.66978,26231,2012,40413309,6844,26.09,31.15,-4.15
10-Sep-14,1570,1570,1522,1529.4,1536.83876,29577,2544,45455080,8364,28.28,48,-40.6
11-Sep-14,1531.95,1539,1519.5,1531.5,1529.551585,16623,1555,25425736,3064,18.43,19.5,-0.45
12-Sep-14,1535.7,1539.85,1518.95,1531.9,1528.436544,25695,1265,39273177,12188,47.43,20.9,-3.8
15-Sep-14,1530,1530,1504,1510.75,1513.573662,16053,1484,24297398,4460,27.78,26,-19.25
16-Sep-14,1511,1521,1476,1482.3,1496.215496,23787,2219,35590478,5965,25.08,45,-28.7
17-Sep-14,1493.8,1498.8,1470.2,1495.2,1486.131858,17079,2170,25381646,2987,17.49,28.6,1.4
18-Sep-14,1485,1514.95,1485,1511.4,1508.122472,16069,1873,24234020,3510,21.84,29.95,26.4
19-Sep-14,1510,1520,1497.75,1506.5,1509.236248,20834,2141,31443428,3641,17.48,22.25,-3.5
22-Sep-14,1505,1505,1478,1490.9,1487.66913,16375,1677,24360582,3513,21.45,27,-14.1
23-Sep-14,1490,1508.35,1457.3,1463.45,1480.307419,18561,1591,27475986,4310,23.22,51.05,-26.55
24-Sep-14,1466,1489,1420,1429,1437.432023,27686,2764,39796743,7636,27.58,69,-37
25-Sep-14,1439,1442.4,1391,1398.8,1408.710287,20755,1784,29237782,5224,25.17,51.4,-40.2
26-Sep-14,1395,1445,1388,1429.15,1405.948937,22776,1849,32021893,4210,18.48,57,34.15
29-Sep-14,1442,1446.2,1416.65,1439.95,1435.879563,17777,1557,25525631,3972,22.34,29.55,-2.05
30-Sep-14,1440,1455.7,1397,1404.15,1424.890712,20048,2572,28566209,3263,16.28,58.7,-35.85
1-Oct-14,1410,1414,1387.2,1390.5,1399.207219,17315,1654,24227273,3751,21.66,26.8,-19.5
7-Oct-14,1380,1389.9,1354.1,1370.1,1365.169325,32098,3236,43819205,14001,43.62,35.8,-9.9
8-Oct-14,1365.95,1384.55,1363,1380.6,1373.867414,15175,1726,20848438,2793,18.41,21.55,14.65
9-Oct-14,1390,1433,1390,1429.7,1410.626742,21891,2254,30880030,6475,29.58,43,39.7
10-Oct-14,1420,1420,1396,1404,1403.106312,23130,2201,32453849,7462,32.26,24,-16
13-Oct-14,1394.7,1398.25,1373,1387.3,1386.189093,13184,1750,18275517,2077,15.75,25.25,-7.4
14-Oct-14,1402.6,1404,1379,1383.5,1388.588609,19998,1876,27768995,3196,15.98,25,-19.1
16-Oct-14,1380,1391.4,1370.05,1377.85,1380.766575,17753,1771,24512749,4314,24.3,21.35,-2.15
17-Oct-14,1384.2,1410.1,1377.35,1404.35,1392.568692,15817,1938,22026259,3489,22.06,32.75,20.15
20-Oct-14,1406.35,1432,1400.65,1424.75,1419.210313,20693,1931,29367719,6660,32.18,31.35,18.4
21-Oct-14,1431,1452,1425.4,1444.55,1443.873797,19437,2195,28064575,4893,25.17,26.6,13.55
22-Oct-14,1451.8,1480,1449.3,1474.7,1466.60712,15562,1963,22823340,2695,17.32,30.7,22.9
23-Oct-14,1480,1485.7,1475,1482.95,1482.037888,3220,545,4772162,1226,38.07,10.7,2.95
27-Oct-14,1492,1492,1454.4,1462,1464.415584,10934,1300,16011920,3588,32.82,37.6,-30
28-Oct-14,1469,1480.95,1462.65,1472.2,1474.818196,108705,1041,160320112,102141,93.96,18.3,3.2
29-Oct-14,1472.3,1488.95,1470,1484.25,1478.406426,10831,1100,16012620,3248,29.99,18.95,11.95
30-Oct-14,1489.9,1509,1474,1494.7,1495.653756,50554,5571,75611280,5853,11.58,35,4.8
31-Oct-14,1510,1510,1492.1,1500.9,1502.939871,18793,2134,28244749,4021,21.4,17.9,-9.1
3-Nov-14,1500.1,1506.75,1482.05,1492.1,1497.516287,11666,1339,17470025,3543,30.37,24.7,-8
5-Nov-14,1491,1496.8,1483.15,1486.85,1490.021559,14704,2003,21909277,5619,38.21,13.65,-4.15
7-Nov-14,1485.7,1523,1485.7,1509.6,1513.028011,35664,3885,53960631,15801,44.31,37.3,23.9
10-Nov-14,1524.6,1524.6,1492.25,1499.55,1500.906057,12976,1586,19475757,5130,39.53,32.35,-25.05
11-Nov-14,1505.65,1519,1504.05,1514.5,1512.841797,12446,1618,18828829,3974,31.93,14.95,8.85
12-Nov-14,1517.4,1531.7,1514,1515.8,1519.915813,22260,1893,33833326,7170,32.21,17.7,-1.6
13-Nov-14,1516.55,1516.55,1498,1505.35,1506.803846,14871,1649,22407680,3292,22.14,18.55,-11.2
14-Nov-14,1493.3,1519.9,1493.3,1509.9,1505.326314,10162,985,15297126,1526,15.02,26.6,16.6
17-Nov-14,1516.9,1516.9,1488.85,1496.4,1497.633434,11234,1357,16824414,1874,16.68,28.05,-20.5
18-Nov-14,1494.6,1509,1485.1,1488.3,1496.287176,10262,1347,15354899,1447,14.1,23.9,-6.3
19-Nov-14,1490.25,1494,1455.1,1461.95,1474.816135,17676,2091,26068850,6125,34.65,38.9,-28.3
20-Nov-14,1465,1465,1440,1445.35,1448.405242,19001,1944,27521148,3707,19.51,25,-19.65
21-Nov-14,1453,1480.7,1450,1466.8,1469.128299,21107,2365,31008891,3865,18.31,30.7,13.8
24-Nov-14,1468.9,1475.8,1448.4,1451.3,1456.330786,16358,1730,23822659,3045,18.61,27.4,-17.6
25-Nov-14,1451.35,1452.95,1420,1424.95,1431.873073,22572,2492,32320239,5064,22.43,32.95,-26.4
26-Nov-14,1426,1456.7,1422,1438.1,1441.257237,15511,1525,22355341,2693,17.36,34.7,12.1
27-Nov-14,1445.9,1456.85,1430.05,1439.7,1443.80755,19231,1708,27765863,4546,23.64,26.8,-6.2
28-Nov-14,1435,1478.85,1435,1470.35,1465.9025,60718,3143,89006668,40006,65.89,43.85,35.35
1-Dec-14,1478,1480,1461.1,1467.3,1469.21521,8271,825,12151879,1521,18.39,18.9,-10.7
2-Dec-14,1475,1487.8,1465,1480.3,1477.083118,13162,1252,19441368,2482,18.86,22.8,5.3
3-Dec-14,1470,1492,1467.7,1476.4,1477.346572,12338,1396,18227502,2438,19.76,24.3,6.4
4-Dec-14,1485,1488.75,1465.05,1471.4,1474.331092,14126,1105,20826401,2669,18.89,23.7,-13.6
5-Dec-14,1472,1509.95,1468,1497.8,1498.610758,28797,2995,43155494,5748,19.96,41.95,25.8
8-Dec-14,1501,1515,1466.25,1477.6,1496.074899,28572,2650,42745852,6641,23.24,48.75,-23.4
9-Dec-14,1475.3,1475.3,1421.15,1432.8,1438.55913,30771,2762,44265903,11869,38.57,54.15,-42.5
10-Dec-14,1432.8,1440.15,1417,1436,1431.840683,49913,2530,71467464,28047,56.19,23.15,3.2
11-Dec-14,1425,1433,1412.15,1427.7,1427.404551,122029,1520,174184750,110211,90.32,20.85,2.7
12-Dec-14,1430,1441,1423.3,1432.5,1432.598752,52708,3270,75509415,24925,47.29,17.7,2.5
15-Dec-14,1425,1447.3,1425,1435.15,1435.764926,36529,1584,52447057,26373,72.2,22.3,10.15
16-Dec-14,1428,1430.75,1383.85,1391.6,1394.376633,46536,2599,64888711,25643,55.1,46.9,-36.4
17-Dec-14,1390,1398.8,1362.35,1367.8,1385.181323,111525,2434,154482347,97423,87.36,36.45,-22.2
18-Dec-14,1375.25,1400.45,1371.5,1381,1386.54975,14603,1529,20247786,3646,24.97,28.95,5.75
19-Dec-14,1391,1401.8,1375.1,1379.75,1389.806497,32568,3100,45263218,10793,33.14,26.7,-11.25
22-Dec-14,1386.95,1387,1378,1383.8,1382.883636,12925,1574,17873771,4439,34.34,9,-3.15
23-Dec-14,1388.55,1393,1376.05,1383.35,1385.891546,46785,2295,64838936,32839,70.19,16.95,-5.2
24-Dec-14,1386,1409,1382.5,1393.6,1399.426362,38085,4178,53297153,13417,35.23,26.5,7.6
26-Dec-14,1393.35,1409.9,1386.4,1393.45,1397.10929,11895,2183,16618615,2863,24.07,23.5,0.1
29-Dec-14,1417,1417,1396.5,1401.35,1403.024791,12222,1632,17147769,2135,17.47,20.5,-15.65
30-Dec-14,1395,1404.95,1391.1,1400.85,1398.545546,8903,1412,12451251,1613,18.12,13.85,5.85
31-Dec-14,1405,1411.85,1395.5,1399.4,1401.376457,17670,1657,24762322,5233,29.62,16.35,-5.6
1-Jan-15,1400,1410,1398.65,1403.35,1404.513976,13273,1470,18642114,2576,19.41,11.35,3.35
2-Jan-15,1405,1429.85,1405,1425.8,1419.95184,18937,2391,26889628,3042,16.06,24.85,20.8
5-Jan-15,1425.5,1438.95,1423,1431.35,1432.599607,22408,1536,32101692,13236,59.07,15.95,5.85
6-Jan-15,1430.5,1430.5,1371.35,1384.5,1391.921569,48629,5332,67687754,30363,62.44,59.15,-46
7-Jan-15,1384,1384,1337.9,1368.15,1364.160655,34210,3182,46667936,15472,45.23,46.1,-15.85
8-Jan-15,1379.45,1396.5,1374.8,1391.6,1386.869041,7720,1165,10706629,1619,20.97,21.7,12.15
9-Jan-15,1398,1410.05,1378.75,1398.95,1397.309035,16723,2920,23367199,5473,32.73,31.3,0.95
12-Jan-15,1410,1410,1391.1,1405.4,1400.14726,22226,1993,31119673,10419,46.88,18.9,-4.6
13-Jan-15,1410,1456,1405.2,1443.45,1436.890245,28427,3921,40846479,7523,26.46,50.8,33.45
14-Jan-15,1450.75,1483,1450.75,1478.05,1473.336849,39163,5591,57700291,15171,38.74,32.25,27.3
15-Jan-15,1480.05,1524.8,1474,1514.8,1507.35766,41327,4384,62294570,11013,26.65,50.8,34.75
16-Jan-15,1515.1,1525,1501.05,1518.1,1514.948141,21867,2519,33127371,5912,27.04,23.95,3
19-Jan-15,1520,1540,1514.35,1533.65,1525.492378,25584,3017,39028197,7258,28.37,25.65,13.65
20-Jan-15,1535,1550,1534.05,1544.75,1543.650005,19626,2410,30295675,5237,26.68,15.95,9.75
21-Jan-15,1547,1550,1531.2,1543.75,1540.818107,17021,1795,26226265,4520,26.56,18.8,-3.25
22-Jan-15,1545,1563.5,1537.6,1559.35,1553.566515,12328,3020,19152368,3470,28.15,25.9,14.35
23-Jan-15,1565,1568.05,1531.95,1541.35,1541.735914,19895,2013,30672836,7376,37.07,36.1,-23.65
27-Jan-15,1549.6,1549.6,1505.2,1530.45,1522.159267,10429,1558,15874599,1844,17.68,44.4,-19.15
28-Jan-15,1530,1554.9,1517.9,1541.3,1540.814495,56694,2763,87354937,47596,83.95,37,11.3
29-Jan-15,1550,1589.5,1537.8,1583.4,1566.647081,24303,3565,38074224,6348,26.12,51.7,33.4
30-Jan-15,1589.5,1591.9,1540,1560.05,1561.222266,15369,2949,23994425,3437,22.36,51.9,-29.45
2-Feb-15,1560,1560,1516.8,1526.1,1536.309262,15828,1938,24316703,2944,18.6,43.2,-33.9
3-Feb-15,1529.95,1570,1498.8,1510.6,1535.866384,126010,12118,193534523,28301,22.46,71.2,-19.35
4-Feb-15,1515.95,1523.4,1492.6,1498.3,1507.703166,23845,3000,35951182,5911,24.79,30.8,-17.65
5-Feb-15,1500,1528.8,1488.4,1504.45,1511.501305,22992,3561,34752438,7362,32.02,40.4,4.45
6-Feb-15,1502,1525,1484.3,1508.5,1504.378963,28227,3865,42464105,6704,23.75,40.7,6.5
9-Feb-15,1521.05,1521.05,1490.2,1509.8,1504.86113,24505,3345,36876622,9718,39.66,30.85,-11.25
10-Feb-15,1496,1568,1496,1561.45,1545.274184,38620,6224,59678489,11586,30,72,65.45
11-Feb-15,1561.45,1574.9,1548,1551.35,1557.046363,42857,9951,66730336,10782,25.16,26.9,-10.1
12-Feb-15,1565.5,1614,1561.25,1592.95,1578.436884,35506,5882,56043980,13378,37.68,52.75,27.45
13-Feb-15,1595,1637,1595,1624.3,1625.307633,32295,3842,52489310,6913,21.41,42,29.3
16-Feb-15,1628.4,1646.75,1606.2,1611.95,1622.974132,32782,3642,53204338,14046,42.85,40.55,-16.45
18-Feb-15,1615,1658,1614,1652.8,1638.920087,28018,2867,45919263,9043,32.28,44,37.8
19-Feb-15,1663,1663.05,1603,1615.4,1623.349914,26295,3235,42685986,6554,24.92,60.05,-47.6
20-Feb-15,1624.9,1625.7,1600.2,1619.4,1615.850196,10447,2149,16880787,1624,15.55,25.5,-5.5
23-Feb-15,1627.15,1634.95,1606.1,1613.25,1623.856961,18086,2082,29369077,5912,32.69,28.85,-13.9
24-Feb-15,1610,1633,1603.85,1617.5,1619.062437,9994,1678,16180910,1843,18.44,29.15,7.5
25-Feb-15,1601,1663.8,1601,1652.25,1639.646075,22485,2735,36867442,6696,29.78,62.8,51.25
26-Feb-15,1658,1665.25,1620,1642.65,1642.912452,18744,2900,30794751,3856,20.57,45.25,-15.35
27-Feb-15,1649.95,1703.65,1646.75,1672.75,1676.201989,58731,5638,98445019,13369,22.76,56.9,22.8
28-Feb-15,1690,1698,1650,1683.25,1676.928292,29104,3786,48805321,3676,12.63,48,-6.75
2-Mar-15,1685,1774.8,1680,1764.35,1742.39177,60196,6716,104885015,12407,20.61,94.8,79.35
3-Mar-15,1765,1774.3,1747.85,1759.15,1756.288872,18863,2874,33128877,3745,19.85,26.45,-5.85
4-Mar-15,1773,1773,1717,1723.8,1742.68488,13360,2139,23282270,2577,19.29,56,-49.2
5-Mar-15,1701.25,1749,1678,1700.7,1693.151947,21468,2864,36348586,4723,22,71,-0.55
9-Mar-15,1690,1690,1648,1661.55,1663.781142,16842,2548,28021402,4853,28.81,42,-28.45
10-Mar-15,1663,1678.3,1634,1649.2,1650.06148,16916,2139,27912440,6457,38.17,44.3,-13.8
11-Mar-15,1649.5,1668.55,1629.25,1636.75,1645.438324,12744,1728,20969466,3522,27.64,39.3,-12.75
12-Mar-15,1635,1658.85,1624.45,1647.6,1644.484372,15837,1950,26043699,4797,30.29,34.4,12.6
13-Mar-15,1663,1663,1611.15,1613.4,1629.704011,18227,2862,29704615,3297,18.09,51.85,-49.6
16-Mar-15,1622,1622,1584,1587.6,1593.938152,20324,2706,32395199,3873,19.06,38,-34.4
17-Mar-15,1600.55,1617.85,1576.8,1608.9,1594.403632,22025,2797,35116740,4612,20.94,41.05,8.35
18-Mar-15,1605,1620,1576.35,1583.8,1593.173482,16751,2223,26687249,4768,28.46,43.65,-21.2
19-Mar-15,1590.6,1610,1561.05,1566.5,1588.214525,44461,3315,70613606,20791,46.76,48.95,-24.1
20-Mar-15,1565,1590,1543.5,1566.1,1563.103669,44295,3926,69237677,18355,41.44,46.5,1.1
23-Mar-15,1560,1591.2,1550.1,1583.05,1575.377073,17787,2745,28021232,4437,24.95,41.1,23.05
24-Mar-15,1589.9,1604.4,1574.95,1582.95,1593.146377,16437,2821,26186547,4228,25.72,29.45,-6.95
25-Mar-15,1585,1595.9,1572,1581.2,1582.042805,9555,2055,15116419,2124,22.23,23.9,-3.8
26-Mar-15,1568.7,1597.8,1553.4,1582.8,1573.403701,20483,3320,32228028,4420,21.58,44.4,14.1
27-Mar-15,1582.9,1596,1540,1549.85,1558.979223,18482,3064,28813054,4217,22.82,56,-33.05
30-Mar-15,1560,1590,1550.1,1582.4,1567.218144,23292,3504,36503645,5120,21.98,39.9,22.4
31-Mar-15,1587.15,1595,1553.05,1560.6,1574.508059,12532,2134,19731735,2587,20.64,41.95,-26.55
1-Apr-15,1567,1590,1555,1583.45,1573.250487,9238,2052,14533688,1763,19.08,35,16.45
6-Apr-15,1585.4,1629,1582,1617.75,1614.638528,22638,3161,36552187,4024,17.78,47,32.35
7-Apr-15,1620.5,1660.3,1606,1651.4,1632.051686,17819,2714,29081529,2589,14.53,54.3,30.9
8-Apr-15,1652.1,1677.6,1630,1635.35,1656.144085,21168,3189,35057258,3845,18.16,47.6,-16.75
9-Apr-15,1645.2,1645.2,1609,1621.6,1623.333908,12186,2763,19781947,2923,23.99,36.2,-23.6
10-Apr-15,1632.35,1648.1,1622.55,1633.45,1633.294251,12751,2370,20826135,2532,19.86,25.55,1.1
13-Apr-15,1635.9,1649,1586.1,1594.6,1612.051846,25788,3687,41571593,9210,35.71,62.9,-41.3
15-Apr-15,1610.1,1630,1608.3,1614.4,1620.167021,127517,5172,206598838,9553,7.49,21.7,4.3
16-Apr-15,1614.4,1619.5,1550,1563.65,1575.655552,34310,4445,54060742,12944,37.73,69.5,-50.75
17-Apr-15,1569,1569,1504.5,1519.55,1520.628056,35871,4297,54546449,12362,34.46,64.5,-49.45
20-Apr-15,1526,1551.55,1507.4,1527.45,1533.646795,18301,2975,28067270,3088,16.87,44.15,1.45
21-Apr-15,1530,1538.35,1492.4,1498.85,1509.463783,30055,4247,45366934,9903,32.95,45.95,-31.15
22-Apr-15,1500,1564.85,1489.3,1554.65,1528.587161,21965,3835,33575417,4551,20.72,75.55,54.65
23-Apr-15,1560,1574,1510.15,1517.8,1541.652139,23794,3556,36682071,7437,31.26,63.85,-42.2
24-Apr-15,1524.95,1548.8,1502.4,1534.05,1524.724995,22905,3668,34923826,2829,12.35,46.4,9.1
27-Apr-15,1534.1,1535,1482.15,1494.45,1504.856278,17005,2785,25590081,2797,16.45,52.85,-39.65
28-Apr-15,1496,1522,1479,1516.7,1502.019233,30260,3646,45451102,9223,30.48,43,20.7
29-Apr-15,1515,1545,1480,1484.8,1507.193144,15812,3405,23831738,2611,16.51,65,-30.2
30-Apr-15,1480,1485.85,1432,1438.7,1458.512829,35310,4947,51500088,8997,25.48,53.85,-41.3
4-May-15,1445,1479.8,1433.3,1472.55,1457.228176,21891,3120,31900182,3626,16.56,46.5,27.55
5-May-15,1474,1474,1453.7,1468.25,1465.05543,19015,2883,27858029,4118,21.66,20.3,-5.75
